name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
morocco,2022-02-02,69.6,41,52.5,69.6,37.9,51.7,43.8,76.7,0.004,100,4.17,rain,0,0,7.6,8.1,75.4,1022.6,7.4,3.1,157.5,13.5,7,10,2022-02-02T08:23:49,2022-02-02T18:58:44,0.04,Rain,Clear conditions throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-03,73.2,41,53.9,73.2,41,53.6,48.2,84.6,0,0,0,,0,0,11,8.1,30.5,1022.1,51.4,3.1,168.7,14.4,7,10,2022-02-03T08:23:03,2022-02-03T18:59:43,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-04,66.2,48.2,56.5,66.2,47.3,56.5,53.4,90.8,0,0,0,,0,0,17.7,9.9,32,1022.5,73.3,3.6,102.5,8.8,4,10,2022-02-04T08:22:16,2022-02-04T19:00:42,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-05,68,44.6,54.8,68,44.6,54.4,49.8,85.7,0.004,100,4.17,rain,0,0,16.3,11.4,52.7,1022.5,19.4,4.3,124.6,10.7,6,10,2022-02-05T08:21:28,2022-02-05T19:01:41,0.14,Rain,Clear conditions throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-06,64.4,44.2,53.3,64.4,42.1,53.1,49.9,89.5,0,0,0,,0,0,20.8,9.2,17.2,1021.6,20.8,3.1,141.2,12.2,6,10,2022-02-06T08:20:39,2022-02-06T19:02:40,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-07,73.4,41,55,73.4,41,54.8,48.1,81.3,0,0,0,,0,0,11,22,6.4,1020.2,0.2,3.6,174.2,15.1,7,10,2022-02-07T08:19:47,2022-02-07T19:03:38,0.2,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-08,75.3,44.3,57.5,75.3,42.7,57.4,49,78.3,0,0,0,,0,0,11.6,6.9,2.9,1021.1,0.1,4.2,175.9,15.2,7,10,2022-02-08T08:18:55,2022-02-08T19:04:36,0.25,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-09,75.2,42.8,56.3,75.2,41.1,55.9,47.5,77.2,0,0,0,,0,0,9.6,9.2,16.9,1023,0.1,4,181.9,15.7,7,10,2022-02-09T08:18:01,2022-02-09T19:05:34,0.27,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-10,64.5,41,53,64.5,40,52.6,50.2,91.3,0,0,0,,0,0,14.8,5.8,255.1,1023.1,43.6,3.1,178.9,15.4,7,10,2022-02-10T08:17:06,2022-02-10T19:06:31,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-11,60.9,46.4,55.5,60.9,46.1,55.4,53.5,93.3,0.004,100,4.17,rain,0,0,18.8,6.9,279.7,1022.4,51.6,2.9,110.2,9.6,5,10,2022-02-11T08:16:10,2022-02-11T19:07:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-12,64.4,42.8,54.9,64.4,42.8,54.9,52.4,92.1,0,0,0,,0,0,17.9,8,5.2,1021.9,43.6,3,159.3,13.8,6,10,2022-02-12T08:15:12,2022-02-12T19:08:25,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-13,66.2,39,53.5,66.2,36.8,53.2,48.5,85.7,0.004,100,4.17,rain,0,0,18.6,6.9,338.9,1021,10.6,4,174.8,15.1,6,10,2022-02-13T08:14:13,2022-02-13T19:09:22,0.39,Rain,Clear conditions throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2022-02-14,66.2,48.2,56.4,66.2,48.2,56.4,50.4,81.6,0.004,100,4.17,rain,0,0,20.8,10.3,334.9,1022.7,44.1,3.2,148,12.7,6,10,2022-02-14T08:13:13,2022-02-14T19:10:18,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-15,64.4,42.4,52.8,64.4,42.4,52.8,43.1,73.9,0,0,0,,0,0,26.4,16.1,38.8,1026.3,37.6,4.3,183.5,15.8,7,10,2022-02-15T08:12:12,2022-02-15T19:11:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-16,64.4,39.2,51.5,64.4,38.4,50.9,42.8,74.6,0,0,0,,0,0,20.6,11.4,40.9,1029.2,12.9,5.2,186.3,15.9,7,10,2022-02-16T08:11:10,2022-02-16T19:12:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-17,64.7,41.7,53.2,64.7,40,52.9,49.3,88.2,0,0,0,,0,0,18.8,11.4,34.7,1025,12.2,3.7,184.9,15.9,7,10,2022-02-17T08:10:06,2022-02-17T19:13:05,0.53,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-18,64.4,50,58.2,64.4,48.4,58.1,52.2,81.7,0,0,0,rain,0,0,23,9.2,258,1019.8,63.3,3.2,138.8,12,6,10,2022-02-18T08:09:02,2022-02-18T19:14:00,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-19,59.1,44.6,55,59.1,44.6,55,50.7,86.4,0.149,100,8.33,rain,0,0,19.7,9.2,271.7,1020,79.7,3.3,57.4,4.9,3,10,2022-02-19T08:07:56,2022-02-19T19:14:55,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-20,69.8,42.8,54.3,69.8,41.1,53.9,47.9,82.1,0,0,0,,0,0,22.1,13.9,50.2,1020.9,28.4,4.4,174.7,15,7,10,2022-02-20T08:06:50,2022-02-20T19:15:49,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-21,78.8,44.6,57.9,78.8,44.1,57.7,48.9,75.8,0,0,0,,0,0,22.8,11.4,47.6,1021,14.2,3.7,203.9,17.5,8,10,2022-02-21T08:05:42,2022-02-21T19:16:43,0.67,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-22,73.4,41,56.9,73.4,41,56.9,49.6,79.2,0,0,0,,0,0,16.6,8.1,11.6,1020.8,12.7,3.4,179.3,15.5,7,10,2022-02-22T08:04:34,2022-02-22T19:17:36,0.71,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-23,78.8,51.8,63.8,78.8,51.8,63.8,47.8,61.8,0,0,0,,0,0,21.7,8.1,268,1017.5,22.6,3.1,201.3,17.4,8,10,2022-02-23T08:03:25,2022-02-23T19:18:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-24,68,53.6,61.1,68,53.6,61.1,57.2,88,0.09,100,12.5,rain,0,0,32.2,18.8,153.3,1017.4,73.2,3,176,15.2,7,10,2022-02-24T08:02:15,2022-02-24T19:19:22,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-25,69.8,53.4,62,69.8,53.4,62,55.6,80.8,0.004,100,4.17,rain,0,0,21.7,12.6,168.4,1013,88.4,3.1,177.9,15.3,7,10,2022-02-25T08:01:04,2022-02-25T19:20:15,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-26,66.2,56.9,60.9,66.2,56.9,60.9,58.8,93.5,0.004,100,4.17,rain,0,0,21.9,9.2,262.3,1012.2,81.3,3.1,149.6,12.9,6,10,2022-02-26T07:59:52,2022-02-26T19:21:07,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-02-27,68,53.6,60.8,68,53.6,60.8,58.1,91.4,0.004,100,4.17,rain,0,0,20.4,10.3,337.6,1015.7,75.4,3,127.1,11.2,5,10,2022-02-27T07:58:39,2022-02-27T19:21:58,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2022-02-28,71.3,51.8,60.4,71.3,51.8,60.4,54.3,81.9,0.004,100,4.17,rain,0,0,20.8,17.2,37.5,1019.6,43.4,3.4,209.4,18,8,10,2022-02-28T07:57:26,2022-02-28T19:22:50,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-01,75.2,44.6,58,75.2,44.6,57.9,43.6,62.9,0,0,0,,0,0,31.3,14.9,69.2,1020.7,0.2,3.9,217.8,18.7,8,10,2022-03-01T07:56:12,2022-03-01T19:23:41,0.95,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-02,66.2,42.6,54.4,66.2,41.1,54.2,49.8,86.1,0,0,0,,0,0,19.2,10.2,302.4,1022.6,16.2,3.8,218.6,18.8,8,10,2022-03-02T07:54:57,2022-03-02T19:24:32,0,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-03,64.5,48.2,58,64.5,48.2,58,52,82.3,0.079,100,4.17,rain,0,0,25.9,12.8,287.2,1022.2,75.4,3.4,200.3,17.4,8,10,2022-03-03T07:53:42,2022-03-03T19:25:22,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-04,60.9,46.2,57,60.9,46.2,57,42.8,59.9,0.008,100,4.17,rain,0,0,23.9,12.8,337.1,1021.6,68.7,3.9,210.5,18.2,8,10,2022-03-04T07:52:26,2022-03-04T19:26:12,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-05,62.6,42.6,53,62.6,40,52.6,44.9,75.9,0,0,0,rain,0,0,23.9,12.8,256.2,1017.8,62.6,4.4,185.3,16.1,7,10,2022-03-05T07:51:09,2022-03-05T19:27:02,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-06,60.8,48.2,55,60.8,48.2,55,51,87.2,1.122,100,20.83,rain,0,0,23.3,13.9,255.9,1010.9,69.6,3,178.5,15.3,7,10,2022-03-06T07:49:52,2022-03-06T19:27:51,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-07,62.6,44.6,54.5,62.6,42.9,53.9,47.1,78.2,0.004,100,4.17,rain,0,0,24.4,12.8,245.1,1015.1,57.3,3.5,177.5,15.2,6,10,2022-03-07T07:48:34,2022-03-07T19:28:41,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-08,64.5,46.4,56.4,64.5,45.2,56.2,47.5,74.5,0,0,0,rain,0,0,19.9,11.4,250.8,1019.4,46.9,3.1,226.8,19.5,8,10,2022-03-08T07:47:16,2022-03-08T19:29:29,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2022-03-09,64.4,42.6,55.3,64.4,41.1,55.2,51.3,87.9,0,0,0,,0,0,18.6,11.4,16.7,1018.3,46.2,2.7,163.6,14,7,10,2022-03-09T07:45:58,2022-03-09T19:30:18,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-10,64.4,46.4,54.8,64.4,45.2,54.7,50,85.8,0,0,0,,0,0,16.8,10.3,297.2,1019.5,31.6,3.6,215.3,18.3,7,10,2022-03-10T07:44:39,2022-03-10T19:31:06,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2022-03-11,62.6,42.8,54.7,62.6,41.1,54.5,50.9,87.9,0.004,100,4.17,rain,0,0,20.4,10.3,259.7,1018.5,72,3.1,134.3,11.4,6,10,2022-03-11T07:43:19,2022-03-11T19:31:55,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-12,64.4,55.3,59.6,64.4,55.3,59.6,55.1,86.2,0.099,100,12.5,rain,0,0,17.4,8,311.5,1018.8,69.2,3.4,135.9,11.7,6,10,2022-03-12T07:41:59,2022-03-12T19:32:42,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-13,68,51.5,58.7,68,51.5,58.7,53.7,85,0,0,0,,0,0,16.1,8.1,249.8,1014.6,88.4,3.4,173.9,15,8,10,2022-03-13T07:40:39,2022-03-13T19:33:30,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-14,62.6,48.2,54.2,62.6,43.6,53.5,52.1,93.2,0.747,100,20.83,rain,0,0,26.4,13.9,202.6,1005.2,80.6,3.3,81.5,6.9,6,10,2022-03-14T07:39:19,2022-03-14T19:34:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-15,62.2,44.6,53.8,62.2,42.1,52.5,44.9,73.9,0,0,0,rain,0,0,19,10.3,151.4,1006.4,66.5,4,208.3,17.9,8,10,2022-03-15T07:37:58,2022-03-15T19:35:05,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-16,62.6,48.2,55.6,62.6,48.2,55.6,49.5,81.4,0.004,100,4.17,rain,0,0,22.4,8.1,271,1011.7,70.9,3.8,153.1,13.2,6,10,2022-03-16T07:36:37,2022-03-16T19:35:52,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-17,62.6,51.8,57.4,62.6,51.8,57.4,54.5,90.8,0.197,100,8.33,rain,0,0,20.4,10.3,230.6,1015.7,86.5,3.1,122.1,10.7,5,10,2022-03-17T07:35:16,2022-03-17T19:36:39,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-18,69.8,48.2,57.6,69.8,48.2,57.5,51.2,82.2,0,0,0,,0,0,18.1,11.4,73,1016.6,71.9,3.5,190.2,16.4,7,10,2022-03-18T07:33:54,2022-03-18T19:37:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2022-03-19,69.8,45.8,57.9,69.8,45.8,57.8,52.1,83.2,0,0,0,,0,0,15.9,6.9,17.2,1014.6,47.2,3.2,238.5,20.5,8,10,2022-03-19T07:32:33,2022-03-19T19:38:12,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
