name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
morocco,2021-01-16,60.8,39.2,49,60.8,37.3,48.3,44.7,86.9,0.004,100,4.17,rain,0,0,13,8.1,92.1,1026.1,13.4,4.4,158.5,13.8,6,,2021-01-16T08:32:25,2021-01-16T18:42:15,0.1,Rain,Clear conditions throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2021-01-17,59,37,47.9,59,34.6,47.5,45.3,91.6,0.008,100,8.33,rain,0,0,10.7,4.7,261.4,1025.8,22.5,4.4,138,12,5,,2021-01-17T08:32:08,2021-01-17T18:43:12,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-01-18,62.6,39.2,49.1,62.6,37,48.6,44.5,86.3,0.008,100,8.33,rain,0,0,10.7,6.9,180.6,1025.3,19.4,3.5,154.6,13.3,6,,2021-01-18T08:31:49,2021-01-18T18:44:10,0.17,Rain,Clear conditions throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-19,62.6,39.2,49.3,62.6,39.2,49,45.5,88.6,0.004,100,4.17,rain,0,0,10.7,5.8,237.4,1024.1,19.5,2.9,152.8,13,6,,2021-01-19T08:31:28,2021-01-19T18:45:08,0.2,Rain,Clear conditions throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-20,62.6,41.3,53.3,62.6,41.3,52.2,49.9,89.3,0.099,100,12.5,rain,0,0,37.8,21.9,227.2,1019.6,64,3.1,108.4,9.3,5,,2021-01-20T08:31:06,2021-01-20T18:46:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-21,66.2,51.8,58.6,66.2,51.8,58.6,56,91.7,0.079,100,4.17,rain,0,0,32.2,12.8,234.8,1022.6,78.4,5,129.4,11.3,5,,2021-01-21T08:30:41,2021-01-21T18:47:05,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60135099999,F3955,GMME"
morocco,2021-01-22,62.6,53.6,59.1,62.6,53.6,59.1,57.3,93.7,0.228,100,8.33,rain,0,0,23,15,237.1,1023.3,79.2,3.9,71.2,5.9,3,,2021-01-22T08:30:15,2021-01-22T18:48:04,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-01-23,62.6,46.4,54.5,62.6,46.4,54.4,51.2,89.8,0.008,100,8.33,rain,0,0,13.2,6.9,242.7,1023.8,45.4,3.1,131.5,11.3,5,,2021-01-23T08:29:47,2021-01-23T18:49:04,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-24,64.4,48.2,55.5,64.4,46.3,55.1,53.5,93.2,0.004,100,4.17,rain,0,0,13.6,8.1,226.7,1021.6,43.7,3.8,130.1,11.3,5,,2021-01-24T08:29:18,2021-01-24T18:50:03,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-25,66.2,51.8,58,66.2,51.8,58,55.7,92.6,0,0,0,,0,0,11.9,8.1,253.8,1022.2,74.9,3.3,158.7,13.7,6,,2021-01-25T08:28:47,2021-01-25T18:51:02,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-26,68,48.2,58.7,68,48.2,58.7,55.1,89.1,0.004,100,4.17,rain,0,0,13.4,9.2,20.1,1025.8,54.1,4.1,151.9,13.2,6,,2021-01-26T08:28:14,2021-01-26T18:52:02,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-27,68,50,58.7,68,50,58.7,56.9,94.3,0.004,100,4.17,rain,0,0,15.2,9.2,50.7,1025.1,50,3,148.6,12.8,6,,2021-01-27T08:27:39,2021-01-27T18:53:02,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-28,67.9,58.7,60.4,67.9,58.7,60.4,58.9,95,0,0,0,,0,0,11,7,71,1022.6,67.2,3,146.2,12.7,6,,2021-01-28T08:27:03,2021-01-28T18:54:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-29,64.4,50,58.9,64.4,50,58.9,56.6,92.5,0.004,100,4.17,rain,0,0,13.2,6.9,324.5,1023.4,68.9,2.5,154.7,13.4,6,,2021-01-29T08:26:25,2021-01-29T18:55:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-30,60.9,51.8,58.7,60.9,51.8,58.7,55,88.1,0,0,0,,0,0,17,9.2,243.7,1023.8,90.6,3.6,79.9,7,4,,2021-01-30T08:25:45,2021-01-30T18:56:00,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-01-31,64.4,48.2,56.3,64.4,48.2,56.3,52.6,88.6,0.083,100,8.33,rain,0,0,10.1,6.9,295.4,1024.5,52.3,3.8,137.1,11.9,6,,2021-01-31T08:25:04,2021-01-31T18:57:00,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2021-02-01,66.2,48,56.1,66.2,47.3,56,52.9,90.2,0.004,100,4.17,rain,0,0,12.5,10.3,31.6,1022.6,27.6,4.6,164.8,14.3,6,,2021-02-01T08:24:21,2021-02-01T18:57:59,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-02,68,46.1,56.1,68,46.1,56.1,53.3,91.4,0.008,100,8.33,rain,0,0,12.5,8.1,49.2,1019.3,22.1,4.2,166.4,14.5,6,,2021-02-02T08:23:37,2021-02-02T18:58:58,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-03,62.6,50,57.3,62.6,50,57.3,55,92.7,0,0,0,,0,0,11.9,4.7,123.4,1016.8,65.7,3.1,100.6,8.8,6,,2021-02-03T08:22:52,2021-02-03T18:59:57,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-04,64.7,50,56.2,64.7,50,56.2,53.5,91.6,0,0,0,,0,0,10.3,6.9,251.9,1009,38.3,3.5,129.4,11.4,6,,2021-02-04T08:22:04,2021-02-04T19:00:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-05,62.6,50,55.6,62.6,50,55.6,51.6,87.3,0.063,100,8.33,rain,0,0,27.1,13.9,223.8,1004.4,78.3,3.3,77.2,6.6,3,,2021-02-05T08:21:16,2021-02-05T19:01:55,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-06,57.4,46.9,52.7,57.4,42.1,52,50.1,91.2,0.976,100,29.17,rain,0,0,25.3,12.8,226.3,1009.1,87.9,3.5,101.2,8.8,6,,2021-02-06T08:20:26,2021-02-06T19:02:53,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-07,60.4,49.8,53.2,60.4,44.6,51.7,49.6,88.8,0.637,100,25,rain,0,0,23,17.2,235,1016,66.8,3.3,111,9.6,5,,2021-02-07T08:19:34,2021-02-07T19:03:52,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-02-08,62.6,48.2,55.7,62.6,45.2,55,52.4,89.2,0.236,100,4.17,rain,0,0,30,18.3,230,1016.5,57.3,3.3,65.3,5.6,3,,2021-02-08T08:18:42,2021-02-08T19:04:50,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-09,64.4,53,59,64.4,53,59,56.4,91.5,0.024,100,12.5,rain,0,0,28.9,17.1,235.7,1017,78.3,3.7,87.8,7.5,5,,2021-02-09T08:17:47,2021-02-09T19:05:47,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2021-02-10,66.1,49.9,58.3,66.1,49.9,58.3,54.6,88.7,0,0,0,,0,0,19.2,11.4,234.5,1020.2,41.7,4.6,179.7,15.4,7,,2021-02-10T08:16:52,2021-02-10T19:06:45,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2021-02-11,62.5,46.3,54.9,62.5,46.3,54.9,54.2,97.7,0,0,0,,0,0,13.9,8.1,355.3,1021.7,79.5,2.5,167,14.3,7,,2021-02-11T08:15:55,2021-02-11T19:07:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60120099999,60135099999,remote,F3955,GMME"
morocco,2021-02-12,66.1,51.7,58.7,66.1,51.7,58.7,55,88.4,0,0,0,,0,0,15.2,10.3,56.6,1024.6,76.4,3.9,169.7,14.7,7,,2021-02-12T08:14:57,2021-02-12T19:08:39,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F3955,GMME"
morocco,2021-02-13,68,48.1,56.5,68,48.1,56.5,52.6,88.2,0.004,100,4.17,rain,0,0,25.3,16.1,50.8,1024,50.9,3,192.2,16.5,7,,2021-02-13T08:13:58,2021-02-13T19:09:35,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-14,75.5,44.7,58,75.5,43.5,57.5,48.3,75.5,0.012,100,8.33,rain,0,0,13.9,9.2,90.8,1021.6,8,4.1,203.6,17.7,7,,2021-02-14T08:12:58,2021-02-14T19:10:31,0.09,Rain,Clear conditions throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-15,77,48.2,59.9,77,47.3,59.9,42.5,55.8,0,0,0,,0,0,17.2,9.2,134.5,1023,1.5,5.4,198.1,17.1,7,,2021-02-15T08:11:57,2021-02-15T19:11:27,0.12,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-16,68,46.1,55.3,68,44.2,55.2,50.5,85.2,0,0,0,,0,0,10.7,7,314.2,1024.5,20,3.7,196.9,16.9,7,,2021-02-16T08:10:54,2021-02-16T19:12:23,0.15,Clear,Partly cloudy throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-02-17,62.6,46.4,55.6,62.6,45.2,55.5,54,94.9,0.004,100,4.17,rain,0,0,14.3,5.8,314.7,1020.6,79,1.8,191.3,16.5,7,,2021-02-17T08:09:50,2021-02-17T19:13:18,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-18,62.6,48.2,56.1,62.6,48.2,56.1,53,90.1,0,0,0,,0,0,13.6,7,231.1,1018.7,90.1,3,165.7,14.3,7,,2021-02-18T08:08:46,2021-02-18T19:14:13,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-19,64.3,44.6,53.5,64.3,44.6,53.5,51.6,94.2,0.004,100,4.17,rain,0,0,11,5.8,0.6,1018.7,72.6,1.7,179.9,15.6,7,,2021-02-19T08:07:40,2021-02-19T19:15:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-20,76.9,46.3,60.1,76.9,46.2,59.9,47,68.4,0,0,0,,0,0,14.3,8.1,209,1013.6,59.6,3.6,182.8,15.7,7,,2021-02-20T08:06:33,2021-02-20T19:16:01,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2021-02-21,62.5,48.2,56.3,62.5,45.1,56,48.2,75.7,0.28,100,12.5,rain,0,0,35.8,17.2,246,1011.7,78.2,3.9,113.1,9.9,5,,2021-02-21T08:05:25,2021-02-21T19:16:55,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-02-22,64,46.4,54.6,64,42.9,53.4,47.7,79.2,0,0,0,,0,0,19.5,9.2,220.4,1021.6,61.5,5,169.7,14.8,6,,2021-02-22T08:04:17,2021-02-22T19:17:49,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-02-23,69.4,46.3,56.5,69.4,45.6,55.7,44.3,67.8,0,0,0,,0,0,18.8,13.9,102.8,1025.3,5.1,5,217.1,18.8,8,,2021-02-23T08:03:07,2021-02-23T19:18:42,0.38,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-02-24,71.3,48.2,58.1,71.3,45.1,57.6,42.2,58,0,0,0,,0,0,24.2,10.3,130,1022.8,0.1,4.8,220.9,19.2,7,,2021-02-24T08:01:57,2021-02-24T19:19:34,0.41,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-25,66.2,51.8,57.9,66.2,51.8,57.9,53.1,84.9,0,0,0,,0,0,16.1,10.3,251.3,1023.6,46.9,4.1,186.3,16.1,7,,2021-02-25T08:00:46,2021-02-25T19:20:27,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-02-26,62.6,53.6,57.3,62.6,53.6,57.3,52.5,85.3,0.402,100,16.67,rain,0,0,17.2,11.4,240,1022.4,87.7,3.9,129.8,11.2,6,,2021-02-26T07:59:34,2021-02-26T19:21:19,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-27,64.4,51.8,57.6,64.4,51.8,57.6,54.1,88.7,0,0,0,,0,0,15.2,8.1,351.2,1018.2,88.6,4.8,130.1,11.3,4,,2021-02-27T07:58:21,2021-02-27T19:22:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-02-28,64.4,48.2,55.7,64.4,48.2,55.7,53,91.5,0.118,100,4.17,rain,0,0,12.8,12.8,58.8,1013.3,86.7,3.5,168.9,14.7,7,,2021-02-28T07:57:07,2021-02-28T19:23:02,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-01,64.4,50,56.3,64.4,49.3,56.2,52.5,87.9,0,0,0,,0,0,15.2,9.2,60.8,1013.9,57.5,3.6,172.8,15,6,,2021-03-01T07:55:53,2021-03-01T19:23:53,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-02,64.8,47.9,56.4,64.8,47,56.2,52.4,87.5,0.004,100,4.17,rain,0,0,16.8,10.3,21.3,1019.9,29.6,3.7,203.4,17.6,8,,2021-03-02T07:54:38,2021-03-02T19:24:43,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-03,73.4,46.4,58.5,73.4,46.4,58.5,49.8,76.5,0,0,0,,0,0,21.3,11.4,82.1,1020.2,2.1,3.6,229.8,19.8,8,,2021-03-03T07:53:23,2021-03-03T19:25:34,0.65,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-04,66.2,48.2,57.8,66.2,48.2,57.7,54.1,88,0,0,0,,0,0,19.7,9.3,244,1016.2,73.6,3,132.5,11.5,6,,2021-03-04T07:52:07,2021-03-04T19:26:24,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-03-05,64.4,53.6,58.9,64.4,53.6,58.9,55.1,88.4,0.055,100,12.5,rain,0,0,19.9,13.9,235.3,1012.8,90.1,4.4,174.2,15.1,7,,2021-03-05T07:50:50,2021-03-05T19:27:13,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-06,62.6,50,57.1,62.6,50,57.1,54.2,90.8,0.055,100,12.5,rain,0,0,17.2,6.9,274.6,1013,77.8,5,136.2,11.7,5,,2021-03-06T07:49:33,2021-03-06T19:28:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-07,64.5,48.2,56.9,64.5,47.7,56.7,53.3,88.4,0.008,100,8.33,rain,0,0,21.3,9.3,261.7,1016,73.1,4.7,143.4,12.4,5,,2021-03-07T07:48:15,2021-03-07T19:28:52,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-08,60.8,49.8,56.3,60.8,49.8,56.3,52.3,87.3,0.13,100,16.67,rain,0,0,21.9,9.2,332.1,1016,78.8,4.1,150.9,12.9,6,,2021-03-08T07:46:57,2021-03-08T19:29:41,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-09,60.8,44.6,54.2,60.8,44.6,54.2,48.7,83.1,0.118,100,4.17,rain,0,0,17.2,10.3,333.2,1016.7,81.9,4.6,193.8,16.8,7,,2021-03-09T07:45:38,2021-03-09T19:30:29,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-10,64.4,44.6,54.2,64.4,44.6,54,49.6,86,0.004,100,4.17,rain,0,0,19.9,11.4,20.1,1021.7,40.3,4.5,236.7,20.4,8,,2021-03-10T07:44:19,2021-03-10T19:31:18,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-11,68,44.6,56,68,44.6,55.9,50.4,83.7,0.004,100,4.17,rain,0,0,19,11.4,21,1024.8,4.8,4,241.7,20.9,8,,2021-03-11T07:42:59,2021-03-11T19:32:06,0.93,Rain,Clear conditions throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-03-12,64.4,42.8,54.5,64.4,42.8,54.4,50.7,88.2,0.004,100,4.17,rain,0,0,17.4,11.4,8.3,1023.5,32.2,3.8,217.8,18.8,8,,2021-03-12T07:41:39,2021-03-12T19:32:54,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-03-13,64.4,46.4,56.2,64.4,46.4,56.2,50.5,83.6,0,0,0,,0,0,18.3,11.4,13.6,1022.2,31.3,4.6,235.7,20.4,8,,2021-03-13T07:40:19,2021-03-13T19:33:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,GMME"
morocco,2021-03-14,66.2,44.6,54.7,66.2,44.6,54.7,48.5,81.9,0.004,100,4.17,rain,0,0,19.7,12.8,25,1021.2,52,5.9,249.4,21.6,9,,2021-03-14T07:38:59,2021-03-14T19:34:29,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-15,66.2,44.6,55.1,66.2,44.6,55,52,90.1,0,0,0,,0,0,14.1,6.9,342.4,1017.7,54.6,4.5,220.1,18.9,8,,2021-03-15T07:37:38,2021-03-15T19:35:16,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-16,66.2,46.2,56.4,66.2,46.2,56.3,53.3,90.4,0,0,0,,0,0,16.1,8.1,341.6,1015.5,60.6,3.3,237.4,20.5,8,,2021-03-16T07:36:17,2021-03-16T19:36:03,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2021-03-17,68,48.2,57.3,68,48.2,57.3,53.5,88.7,0,0,0,,0,0,13.4,6.9,310.9,1012.6,29.6,3.3,237.5,20.6,8,,2021-03-17T07:34:56,2021-03-17T19:36:49,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2021-03-18,66.2,50,59.2,66.2,49.3,59.2,55.8,89.1,0,0,0,,0,0,17.2,9.2,255.7,1010.7,72.5,2.7,195.3,16.9,7,,2021-03-18T07:33:34,2021-03-18T19:37:36,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
